"mon","prez_gop","gov_gop","sen_gop","rep_gop","prez_dem","gov_dem","sen_dem","rep_dem"
1997-05-15,0,32,55,228,1,18,45,207
1997-06-15,0,32,55,228,1,18,45,207
1997-07-15,0,32,55,228,1,18,45,207
1997-08-15,0,33,55,228,1,18,45,207
1997-09-15,0,34,55,228,1,18,45,207
1997-10-15,0,34,55,228,1,18,45,207
1997-11-15,0,34,55,229,1,18,45,207
1997-12-15,0,34,55,229,1,18,45,207
1998-01-15,0,32,55,227,1,18,45,203
1998-02-15,0,32,55,227,1,18,45,203
1998-03-15,0,32,55,227,1,18,45,204
1998-04-15,0,32,55,227,1,18,45,205
1998-05-15,0,32,55,227,1,18,45,205
1998-06-15,0,32,55,227,1,18,45,206
1998-07-15,0,32,55,228,1,18,45,206
1998-08-15,0,32,55,228,1,18,45,206
1998-09-15,0,32,55,228,1,18,45,206
1998-10-15,0,32,55,228,1,18,45,206
1998-11-15,0,32,55,228,1,18,45,206
1998-12-15,0,32,55,228,1,18,45,206
1999-01-15,0,31,55,223,1,17,45,210
1999-02-15,0,31,55,223,1,17,45,210
1999-03-15,0,31,55,222,1,17,45,210
1999-04-15,0,31,55,222,1,17,45,210
1999-05-15,0,31,55,222,1,17,45,210
1999-06-15,0,31,55,223,1,17,45,210
1999-07-15,0,31,55,223,1,17,45,210
1999-08-15,0,31,55,223,1,17,45,210
1999-09-15,0,31,55,223,1,17,45,210
1999-10-15,0,31,55,223,1,17,45,210
1999-11-15,0,31,56,223,1,17,45,211
1999-12-15,0,31,56,223,1,17,45,211
2000-01-15,0,30,55,223,1,18,45,210
2000-02-15,0,30,55,223,1,18,45,210
2000-03-15,0,30,55,223,1,18,45,210
2000-04-15,0,30,55,223,1,18,45,210
2000-05-15,0,30,55,223,1,18,45,210
2000-06-15,0,30,55,223,1,18,45,210
2000-07-15,0,30,55,223,1,18,45,210
2000-08-15,0,30,55,223,1,18,46,210
2000-09-15,0,30,55,223,1,18,46,210
2000-10-15,0,30,55,223,1,18,46,210
2000-11-15,0,30,55,223,1,19,46,210
2000-12-15,0,30,55,223,1,19,46,210
2001-01-15,1,29,49,220,0,19,50,211
2001-02-15,1,29,49,220,0,19,50,211
2001-03-15,1,29,49,220,0,19,50,211
2001-04-15,1,29,49,220,0,19,50,210
2001-05-15,1,29,49,220,0,19,50,210
2001-06-15,1,29,49,221,0,19,50,210
2001-07-15,1,29,49,222,0,19,50,210
2001-08-15,1,29,49,222,0,19,50,210
2001-09-15,1,29,49,222,0,19,50,210
2001-10-15,1,30,49,222,0,19,50,210
2001-11-15,1,30,49,223,0,19,50,211
2001-12-15,1,30,49,223,0,19,50,211
2002-01-15,1,27,50,221,0,21,50,211
2002-02-15,1,27,50,221,0,21,50,211
2002-03-15,1,27,50,222,0,21,50,211
2002-04-15,1,27,50,222,0,21,50,211
2002-05-15,1,27,50,222,0,21,50,211
2002-06-15,1,27,50,222,0,21,50,211
2002-07-15,1,27,50,222,0,21,50,211
2002-08-15,1,27,50,222,0,21,50,211
2002-09-15,1,27,50,222,0,21,50,211
2002-10-15,1,27,50,222,0,21,50,211
2002-11-15,1,27,50,222,0,21,50,211
2002-12-15,1,27,50,222,0,21,50,211
2003-01-15,1,26,51,231,0,24,48,203
2003-02-15,1,26,51,231,0,24,48,203
2003-03-15,1,26,51,231,0,24,48,203
2003-04-15,1,26,51,231,0,24,48,203
2003-05-15,1,26,51,231,0,24,48,203
2003-06-15,1,26,51,231,0,24,48,203
2003-07-15,1,26,51,231,0,24,48,203
2003-08-15,1,26,51,231,0,24,48,203
2003-09-15,1,26,51,231,0,25,48,203
2003-10-15,1,26,51,231,0,25,48,203
2003-11-15,1,27,51,231,0,25,48,203
2003-12-15,1,27,51,231,0,25,48,203
2004-01-15,1,28,51,229,0,22,48,203
2004-02-15,1,28,51,229,0,22,48,203
2004-03-15,1,28,51,229,0,22,48,204
2004-04-15,1,28,51,229,0,22,48,204
2004-05-15,1,28,51,229,0,22,48,204
2004-06-15,1,28,51,229,0,22,48,204
2004-07-15,1,29,51,229,0,22,48,204
2004-08-15,1,29,51,229,0,22,48,205
2004-09-15,1,29,51,229,0,22,48,205
2004-10-15,1,29,51,229,0,22,48,205
2004-11-15,1,29,51,229,0,23,48,205
2004-12-15,1,29,51,229,0,23,48,205
2005-01-15,1,28,54,232,0,22,45,201
2005-02-15,1,28,54,232,0,22,45,201
2005-03-15,1,28,54,232,0,22,45,202
2005-04-15,1,28,54,232,0,22,45,202
2005-05-15,1,28,54,231,0,22,45,202
2005-06-15,1,28,54,231,0,22,45,202
2005-07-15,1,28,54,231,0,22,45,202
2005-08-15,1,28,54,231,0,22,45,202
2005-09-15,1,28,54,232,0,22,45,202
2005-10-15,1,28,54,232,0,22,45,202
2005-11-15,1,28,54,232,0,22,45,202
2005-12-15,1,28,54,232,0,22,45,202
2006-01-15,1,28,54,231,0,22,45,201
2006-02-15,1,28,54,231,0,22,45,201
2006-03-15,1,28,54,231,0,22,45,201
2006-04-15,1,28,54,231,0,22,45,201
2006-05-15,1,28,54,231,0,22,45,201
2006-06-15,1,28,54,231,0,22,45,201
2006-07-15,1,28,54,231,0,22,45,201
2006-08-15,1,28,54,231,0,22,45,201
2006-09-15,1,28,54,231,0,22,45,201
2006-10-15,1,28,54,231,0,22,45,201
2006-11-15,1,28,54,232,0,22,45,202
2006-12-15,1,28,54,232,0,22,45,202
2007-01-15,1,22,48,201,0,28,50,233
2007-02-15,1,22,48,201,0,28,50,233
2007-03-15,1,22,48,201,0,28,50,233
2007-04-15,1,22,48,201,0,28,50,233
2007-05-15,1,22,48,201,0,28,50,232
2007-06-15,1,22,47,201,0,28,50,232
2007-07-15,1,22,48,201,0,28,50,232
2007-08-15,1,22,48,202,0,28,50,232
2007-09-15,1,22,48,202,0,28,50,233
2007-10-15,1,22,48,202,0,28,50,233
2007-11-15,1,22,48,202,0,28,50,234
2007-12-15,1,22,48,202,0,28,50,234
2008-01-15,1,22,48,198,0,28,50,231
2008-02-15,1,22,48,198,0,28,50,231
2008-03-15,1,22,48,198,0,28,50,233
2008-04-15,1,22,48,198,0,28,50,234
2008-05-15,1,22,48,199,0,28,50,235
2008-06-15,1,22,48,199,0,28,50,235
2008-07-15,1,22,48,199,0,28,50,236
2008-08-15,1,22,48,199,0,28,50,236
2008-09-15,1,22,48,199,0,28,50,236
2008-10-15,1,22,48,199,0,28,50,236
2008-11-15,1,22,48,199,0,28,50,236
2008-12-15,1,22,48,199,0,28,50,236
2009-01-15,0,22,40,179,1,28,57,254
2009-02-15,0,22,40,179,1,28,57,254
2009-03-15,0,22,40,179,1,28,57,253
2009-04-15,0,22,40,179,1,28,57,254
2009-05-15,0,22,40,179,1,28,57,255
2009-06-15,0,22,40,179,1,28,57,255
2009-07-15,0,22,40,179,1,28,58,254
2009-08-15,0,24,40,179,1,28,58,255
2009-09-15,0,24,41,179,1,28,58,255
2009-10-15,0,24,41,179,1,28,59,255
2009-11-15,0,24,41,179,1,28,59,257
2009-12-15,0,24,41,179,1,28,59,257
2010-01-15,0,24,41,178,1,26,57,255
2010-02-15,0,24,41,178,1,26,57,255
2010-03-15,0,24,41,178,1,26,57,253
2010-04-15,0,24,41,177,1,26,57,254
2010-05-15,0,24,41,177,1,26,57,254
2010-06-15,0,24,41,178,1,26,57,255
2010-07-15,0,24,41,178,1,26,56,255
2010-08-15,0,24,41,178,1,26,57,255
2010-09-15,0,24,41,178,1,26,57,255
2010-10-15,0,24,41,178,1,26,57,255
2010-11-15,0,24,41,178,1,27,59,255
2010-12-15,0,24,41,178,1,27,59,255
2011-01-15,0,29,47,241,1,21,51,193
2011-02-15,0,29,47,241,1,21,51,193
2011-03-15,0,29,47,241,1,21,51,192
2011-04-15,0,29,47,241,1,21,51,192
2011-05-15,0,29,47,240,1,21,51,192
2011-06-15,0,29,47,240,1,21,51,193
2011-07-15,0,29,47,240,1,21,51,192
2011-08-15,0,29,47,240,1,21,51,193
2011-09-15,0,29,47,242,1,21,51,193
2011-10-15,0,29,47,242,1,21,51,193
2011-11-15,0,29,47,242,1,21,51,193
2011-12-15,0,29,47,242,1,21,51,193
2012-01-15,0,29,47,242,1,21,51,192
2012-02-15,0,29,47,242,1,21,51,192
2012-03-15,0,29,47,242,1,21,51,191
2012-04-15,0,29,47,242,1,21,51,190
2012-05-15,0,29,47,242,1,21,51,190
2012-06-15,0,29,47,242,1,21,51,191
2012-07-15,0,29,47,242,1,21,51,191
2012-08-15,0,29,47,242,1,21,51,191
2012-09-15,0,29,47,242,1,21,51,191
2012-10-15,0,29,47,242,1,21,51,191
2012-11-15,0,29,47,243,1,21,51,194
2012-12-15,0,29,47,243,1,21,51,194
2013-01-15,0,30,45,232,1,20,53,200
2013-02-15,0,30,45,232,1,20,53,200
2013-03-15,0,30,45,232,1,20,53,200
2013-04-15,0,30,45,232,1,20,53,201
2013-05-15,0,30,45,233,1,20,53,201
2013-06-15,0,30,46,234,1,20,52,201
2013-07-15,0,30,46,234,1,20,52,201
2013-08-15,0,30,46,234,1,20,53,201
2013-09-15,0,30,46,234,1,20,53,201
2013-10-15,0,30,46,234,1,20,53,201
2013-11-15,0,30,46,234,1,20,54,201
2013-12-15,0,30,46,234,1,20,54,201
2014-01-15,0,29,45,232,1,21,53,200
2014-02-15,0,29,45,232,1,21,53,200
2014-03-15,0,29,45,233,1,21,53,199
2014-04-15,0,29,45,233,1,21,53,199
2014-05-15,0,29,45,233,1,21,53,199
2014-06-15,0,29,45,233,1,21,53,199
2014-07-15,0,29,45,234,1,21,53,199
2014-08-15,0,29,45,234,1,21,53,199
2014-09-15,0,29,45,234,1,21,53,199
2014-10-15,0,29,45,234,1,21,53,199
2014-11-15,0,29,45,235,1,21,53,201
2014-12-15,0,29,45,235,1,21,53,201
2015-01-15,0,31,54,245,1,18,44,188
2015-02-15,0,31,54,245,1,18,44,188
2015-03-15,0,31,54,245,1,18,44,188
2015-04-15,0,31,54,244,1,18,44,188
2015-05-15,0,31,54,245,1,18,44,188
2015-06-15,0,31,54,246,1,18,44,188
